@balsheem	RT @tthompson185: @Yale Displaying racism doesn't teach others not to be racist. This decision is purely lazy and creates a hostile space. #WrongMoveYale	http://twitter.com/balsheem/status/726493549911523332	April 30, 2016 at 03:28PM
@balsheem	@Yale perfect example of uni admins perpetuating hostile campus climate for students of color. #WrongMoveYale	http://twitter.com/balsheem/status/726494674219835394	April 30, 2016 at 03:33PM
@balsheem	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/balsheem/status/726494714099290112	April 30, 2016 at 03:33PM
@balsheem	RT @deray: #WrongMoveYale	http://twitter.com/balsheem/status/726494726220840960	April 30, 2016 at 03:33PM
@balsheem	RT @fiolow: the moment when Salovey asked incredulously if we thought that no buildings on campus should be named after slave owners #wrongmoveyale	http://twitter.com/balsheem/status/726494819682492416	April 30, 2016 at 03:33PM
@balsheem	RT @bougeottee_: The president of my university just said "I know he owned slaves BUT" that should say it all #WrongMoveYale	http://twitter.com/balsheem/status/726494840322703360	April 30, 2016 at 03:34PM
@balsheem	RT @bougeottee_: Tape over our mouths because the administration never listens anyway #wrongmoveyale https://t.co/h9T3r93xqY	http://twitter.com/balsheem/status/726494852507164672	April 30, 2016 at 03:34PM
@balsheem	RT @bougeottee_: That awkward moment when yale announces to keep the name Calhoun College, and then wants to "discuss" it #wrongmoveyale #yale2016speaks	http://twitter.com/balsheem/status/726494872153260032	April 30, 2016 at 03:34PM
@MrSonicAdvance	RT @WithMetta: Demanding some history be excluded from education because it's painful to you? WTF do you think history ed is FOR? #WrongMoveYale Students.	http://twitter.com/MrSonicAdvance/status/726510340331167744	April 30, 2016 at 04:35PM
@elotroalex	“Lift Every Voice and Sing.”  https://t.co/udOscED9g1 #WrongMoveYale	http://twitter.com/elotroalex/status/726514348894633985	April 30, 2016 at 04:51PM
@cyaol8r	RT @dsws2016: #DismantleDukePlantation stands in solidarity w/ student organizers at Yale! #WrongMoveYale #FormerlyKnownAsCalhoun https://t.co/qv1qYgpGc9	http://twitter.com/cyaol8r/status/726520224644775936	April 30, 2016 at 05:14PM
@Adita_Ferrer	RT @elotroalex: “Lift Every Voice and Sing.”  https://t.co/udOscED9g1 #WrongMoveYale	http://twitter.com/Adita_Ferrer/status/726522431301664768	April 30, 2016 at 05:23PM
@historianess	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/historianess/status/726524608829116420	April 30, 2016 at 05:32PM
@Nubiannaya	RT @LukeShore: Yale students cover mouths with duct tape and throw fake money at President Salovey in open forum. #WrongMoveYale https://t.co/0LTmSKcGyI	http://twitter.com/Nubiannaya/status/726524961016311808	April 30, 2016 at 05:33PM
@Nubiannaya	RT @DOWNatYale: President's Salovey's welcoming are met with a shower of money symbolizing the influence of money. #WrongMoveYale https://t.co/lm0LSktzEp	http://twitter.com/Nubiannaya/status/726525376621498368	April 30, 2016 at 05:35PM
@heidiknoblauch	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/heidiknoblauch/status/726525723591188480	April 30, 2016 at 05:36PM
@BeeIsMeme	RT @thelatinochild: "You can't just erase history" Yea but Calhoun wanted to erase our rights to be human. #WrongMoveYale	http://twitter.com/BeeIsMeme/status/726528640171663360	April 30, 2016 at 05:48PM
@BeeIsMeme	RT @DOWNatYale: President's Salovey's welcoming are met with a shower of money symbolizing the influence of money. #WrongMoveYale https://t.co/lm0LSktzEp	http://twitter.com/BeeIsMeme/status/726528832107225088	April 30, 2016 at 05:49PM
@_EricHu	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/_EricHu/status/726530592762945536	April 30, 2016 at 05:56PM
@gabrielssmith	RT @LukeShore: Yale students cover mouths with duct tape and throw fake money at President Salovey in open forum. #WrongMoveYale https://t.co/0LTmSKcGyI	http://twitter.com/gabrielssmith/status/726534490382802944	April 30, 2016 at 06:11PM
@gabrielssmith	RT @bougeottee_: #WrongMoveYale #yale2016speaks https://t.co/hUfpypnwvr	http://twitter.com/gabrielssmith/status/726534977601556480	April 30, 2016 at 06:13PM
@gabrielssmith	RT @DOWNatYale: President's Salovey's welcoming are met with a shower of money symbolizing the influence of money. #WrongMoveYale https://t.co/lm0LSktzEp	http://twitter.com/gabrielssmith/status/726535206635737089	April 30, 2016 at 06:14PM
@gabrielssmith	RT @bougeottee_: Tape over our mouths because the administration never listens anyway #wrongmoveyale https://t.co/h9T3r93xqY	http://twitter.com/gabrielssmith/status/726535399217192962	April 30, 2016 at 06:15PM
@HE_VALENCIA	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/HE_VALENCIA/status/726537976180662274	April 30, 2016 at 06:25PM
@StayDancingDave	"Fuck Calhoun" - @vincestaples  @Yale No games out here #FormerlyKnownAsCalhoun #WrongMoveYale	http://twitter.com/StayDancingDave/status/726545159123509248	April 30, 2016 at 06:53PM
@mcork42	RT @DOWNatYale: President's Salovey's welcoming are met with a shower of money symbolizing the influence of money. #WrongMoveYale https://t.co/lm0LSktzEp	http://twitter.com/mcork42/status/726548259745968128	April 30, 2016 at 07:06PM
@al_c_a	RT @23cschwartz: June Jordan, "On the Occasion of a Clear and Present Danger at Yale" (1975) #WrongMoveYale https://t.co/piCw1Fna0v	http://twitter.com/al_c_a/status/726552085479706625	April 30, 2016 at 07:21PM
@ZareenaGrewal	RT @NikitaBernardi: students making things happen for themselves, in front of the college #FormerlyKnownAsCalhoun #WrongMoveYale https://t.co/NzlD5DpgNg	http://twitter.com/ZareenaGrewal/status/726557010251120641	April 30, 2016 at 07:41PM
@twiggysmalz	RT @bougeottee_: The president of my university just said "I know he owned slaves BUT" that should say it all #WrongMoveYale	http://twitter.com/twiggysmalz/status/726559778298712064	April 30, 2016 at 07:52PM
@KaivanShroff	.@JanelleMonae takes a stand and condemns @yale's refusal to rename Calhoun. #WrongMoveYale #FormerlyKnownAsCalhoun #YaleSpringFling	http://twitter.com/KaivanShroff/status/726563837533675520	April 30, 2016 at 08:08PM
@TylerBlackmon	Janelle Monae is CALLING OUT @Yale for honoring white supremacist John C. Calhoun. #WrongMoveYale	http://twitter.com/TylerBlackmon/status/726564199481118722	April 30, 2016 at 08:09PM
@dmgreene18	"I can't imagine having to study in a building named after a white supremacist." -@JanelleMonae   #wrongmoveyale #sheisperfect ✊🏾👊🏾	http://twitter.com/dmgreene18/status/726564537135144962	April 30, 2016 at 08:10PM
@Robert_Smalls62	#YaleSpringFling #WrongMoveYale #FormerlyKnownAsCalhoun  https://t.co/BP8Fg17uj5	http://twitter.com/Robert_Smalls62/status/726566596928380928	April 30, 2016 at 08:19PM
@Robert_Smalls62	#YaleSpringFling #WrongMoveYale #FormerlyKnownAsCalhoun  https://t.co/li0moziRTH	http://twitter.com/Robert_Smalls62/status/726566786267680769	April 30, 2016 at 08:19PM
@Bobroffing	@JanelleMonae is BAE. 🙌🏼🙌🏽🙌🏿#StayRevolutionary #NextYale #WeAintLeavin #SpringFling2016 #WrongMoveYale https://t.co/jJJRfiW15I	http://twitter.com/Bobroffing/status/726571093830565890	April 30, 2016 at 08:37PM
@The_Monae	RT @TylerBlackmon: Janelle Monae is CALLING OUT @Yale for honoring white supremacist John C. Calhoun. #WrongMoveYale	http://twitter.com/The_Monae/status/726571338253631492	April 30, 2016 at 08:38PM
@The_Monae	RT @Bobroffing: @JanelleMonae is BAE. 🙌🏼🙌🏽🙌🏿#StayRevolutionary #NextYale #WeAintLeavin #SpringFling2016 #WrongMoveYale https://t.co/jJJRfiW15I	http://twitter.com/The_Monae/status/726571598061441025	April 30, 2016 at 08:39PM
@monaedroid	RT @Bobroffing: @JanelleMonae is BAE. 🙌🏼🙌🏽🙌🏿#StayRevolutionary #NextYale #WeAintLeavin #SpringFling2016 #WrongMoveYale https://t.co/jJJRfiW15I	http://twitter.com/monaedroid/status/726572531889672194	April 30, 2016 at 08:42PM
@unfxckwittable	RT @TylerBlackmon: Janelle Monae is CALLING OUT @Yale for honoring white supremacist John C. Calhoun. #WrongMoveYale	http://twitter.com/unfxckwittable/status/726573240328527872	April 30, 2016 at 08:45PM
@elium2	RT @KaivanShroff: .@JanelleMonae takes a stand and condemns @yale's refusal to rename Calhoun. #WrongMoveYale #FormerlyKnownAsCalhoun #YaleSpringFling	http://twitter.com/elium2/status/726575699385933824	April 30, 2016 at 08:55PM
@Robert_Smalls62	RT @Bobroffing: @JanelleMonae is BAE. 🙌🏼🙌🏽🙌🏿#StayRevolutionary #NextYale #WeAintLeavin #SpringFling2016 #WrongMoveYale https://t.co/jJJRfiW15I	http://twitter.com/Robert_Smalls62/status/726577805337616384	April 30, 2016 at 09:03PM
@rcschoening	RT @DOWNatYale: President's Salovey's welcoming are met with a shower of money symbolizing the influence of money. #WrongMoveYale https://t.co/lm0LSktzEp	http://twitter.com/rcschoening/status/726580013873516544	April 30, 2016 at 09:12PM
@BegoniaArizona	RT @dsws2016: #DismantleDukePlantation stands in solidarity w/ student organizers at Yale! #WrongMoveYale #FormerlyKnownAsCalhoun https://t.co/qv1qYgpGc9	http://twitter.com/BegoniaArizona/status/726581350568845312	April 30, 2016 at 09:17PM
@BegoniaArizona	RT @Robert_Smalls62: #YaleSpringFling #WrongMoveYale #FormerlyKnownAsCalhoun  https://t.co/li0moziRTH	http://twitter.com/BegoniaArizona/status/726581502570459136	April 30, 2016 at 09:18PM
@BegoniaArizona	RT @bougeottee_: #WrongMoveYale #FormerlyKnownAsCalhoun https://t.co/beigF4TmtI	http://twitter.com/BegoniaArizona/status/726581664252481536	April 30, 2016 at 09:19PM
